call_id,timestamp,customer_id,provider_id,specialty,outcome,call_duration_s,api_latency_ms,workflow_steps_completed,error_code
CALL-01557,2026-02-09T19:49:21,CUS-102,PRV-031,Orthopedics,SCHEDULED,399,673,2,
CALL-01398,2026-02-09T19:50:32,CUS-101,PRV-003,Orthopedics,SCHEDULED,437,617,2,
CALL-00667,2026-02-09T19:50:51,CUS-102,PRV-035,Oncology,CALL_FAILED,33,615,4,ERR-1854
CALL-00214,2026-02-09T19:51:20,CUS-103,PRV-038,Oncology,TIMEOUT,256,43856,2,ERR-3363
CALL-00511,2026-02-09T19:53:41,CUS-101,PRV-009,Orthopedics,TOOL_ERROR,289,196,3,ERR-1221
CALL-01501,2026-02-09T19:57:36,CUS-103,PRV-009,Dermatology,TIMEOUT,384,40997,5,ERR-6150
CALL-01883,2026-02-09T20:07:56,CUS-103,PRV-032,Oncology,SCHEDULED,174,552,5,
CALL-00250,2026-02-09T20:23:32,CUS-102,PRV-032,Family Medicine,PATIENT_HANGUP,502,324,5,
CALL-01272,2026-02-09T20:23:40,CUS-101,PRV-050,Neurology,SCHEDULED,419,488,4,
CALL-00375,2026-02-09T20:25:38,CUS-102,PRV-034,Neurology,PATIENT_HANGUP,517,521,4,
CALL-01276,2026-02-09T20:27:32,CUS-105,PRV-012,Oncology,TRANSFER,512,691,7,
CALL-01723,2026-02-09T20:34:11,CUS-103,PRV-035,Pediatrics,SCHEDULED,121,276,1,
CALL-01514,2026-02-09T20:36:08,CUS-102,PRV-003,Cardiology,SCHEDULED,455,657,3,
CALL-01481,2026-02-09T20:46:38,CUS-105,PRV-048,Oncology,TOOL_ERROR,194,324,1,ERR-4337
CALL-00922,2026-02-09T20:47:52,CUS-103,PRV-040,Dermatology,SCHEDULED,245,503,7,
CALL-00836,2026-02-09T20:47:54,CUS-105,PRV-015,Orthopedics,SCHEDULED,48,458,6,
CALL-01296,2026-02-09T20:48:24,CUS-105,PRV-013,Dermatology,SCHEDULED,212,676,3,
CALL-01226,2026-02-09T20:57:10,CUS-104,PRV-025,Cardiology,SCHEDULED,50,595,2,
CALL-01930,2026-02-09T21:00:24,CUS-102,PRV-039,Pediatrics,TRANSFER,594,258,4,
CALL-00320,2026-02-09T21:00:43,CUS-102,PRV-027,Family Medicine,TOOL_ERROR,566,133,3,ERR-2270
CALL-01661,2026-02-09T21:11:58,CUS-102,PRV-048,Pediatrics,PATIENT_HANGUP,189,290,1,
CALL-00515,2026-02-09T21:14:01,CUS-102,PRV-028,Oncology,SCHEDULED,308,281,6,
CALL-00026,2026-02-09T21:15:33,CUS-105,PRV-026,Cardiology,TRANSFER,543,695,1,
CALL-00955,2026-02-09T21:18:00,CUS-102,PRV-043,Neurology,NO_AVAILABILITY,414,283,3,ERR-7585
CALL-01910,2026-02-09T21:21:43,CUS-101,PRV-003,Pediatrics,TRANSFER,228,239,4,
CALL-01772,2026-02-09T21:21:59,CUS-105,PRV-032,Orthopedics,SCHEDULED,426,193,4,
CALL-01728,2026-02-09T21:22:24,CUS-103,PRV-007,Pediatrics,TOOL_ERROR,211,498,3,ERR-5820
CALL-01664,2026-02-09T21:23:03,CUS-104,PRV-047,Oncology,PATIENT_HANGUP,280,726,5,
CALL-01921,2026-02-09T21:23:49,CUS-103,PRV-016,Cardiology,SCHEDULED,570,636,1,
CALL-01435,2026-02-09T21:27:08,CUS-103,PRV-026,Family Medicine,SCHEDULED,554,505,5,
CALL-01283,2026-02-09T21:33:18,CUS-102,PRV-035,Neurology,TRANSFER,597,304,2,
CALL-01267,2026-02-09T21:39:43,CUS-102,PRV-026,Neurology,TRANSFER,369,187,1,
CALL-01160,2026-02-09T21:41:42,CUS-105,PRV-047,Pediatrics,NO_AVAILABILITY,229,534,6,ERR-1554
CALL-00770,2026-02-09T21:46:15,CUS-103,PRV-044,Orthopedics,TOOL_ERROR,150,367,1,ERR-7214
CALL-01101,2026-02-09T21:47:43,CUS-104,PRV-014,Cardiology,PATIENT_HANGUP,595,111,1,
CALL-00847,2026-02-09T21:55:28,CUS-103,PRV-041,Internal Medicine,SCHEDULED,126,287,2,
CALL-01132,2026-02-09T21:55:54,CUS-104,PRV-005,Neurology,SCHEDULED,332,568,2,
CALL-01871,2026-02-09T21:57:00,CUS-102,PRV-019,Cardiology,CALL_FAILED,577,425,7,ERR-6765
CALL-00555,2026-02-09T21:57:27,CUS-103,PRV-049,Pediatrics,SCHEDULED,372,479,4,
CALL-00491,2026-02-10T07:00:03,CUS-103,PRV-014,Pediatrics,NO_AVAILABILITY,118,491,4,ERR-6956
CALL-01151,2026-02-10T07:00:30,CUS-102,PRV-003,Internal Medicine,SCHEDULED,390,745,6,
CALL-01295,2026-02-10T07:00:42,CUS-105,PRV-028,Oncology,PATIENT_HANGUP,413,114,1,
CALL-01823,2026-02-10T07:03:01,CUS-101,PRV-036,Oncology,SCHEDULED,313,781,4,
CALL-01158,2026-02-10T07:05:03,CUS-105,PRV-008,Internal Medicine,SCHEDULED,474,179,2,
CALL-01225,2026-02-10T07:07:46,CUS-102,PRV-024,Pediatrics,PATIENT_HANGUP,457,207,6,
CALL-01657,2026-02-10T07:08:01,CUS-102,PRV-022,Oncology,TRANSFER,125,270,2,
CALL-00889,2026-02-10T07:09:40,CUS-101,PRV-016,Internal Medicine,SCHEDULED,26,635,4,
CALL-00306,2026-02-10T07:17:50,CUS-102,PRV-016,Family Medicine,SCHEDULED,561,671,3,
CALL-00644,2026-02-10T07:18:29,CUS-101,PRV-037,Oncology,SCHEDULED,325,84,6,
CALL-00740,2026-02-10T07:20:44,CUS-105,PRV-039,Oncology,PATIENT_HANGUP,289,756,2,
CALL-01369,2026-02-10T07:21:15,CUS-105,PRV-030,Family Medicine,TOOL_ERROR,234,552,3,ERR-6355
CALL-00531,2026-02-10T07:25:53,CUS-104,PRV-044,Family Medicine,TRANSFER,279,635,5,
CALL-00184,2026-02-10T07:43:31,CUS-101,PRV-026,Family Medicine,TRANSFER,102,172,2,
CALL-01898,2026-02-10T07:44:21,CUS-103,PRV-050,Orthopedics,SCHEDULED,370,76,7,
CALL-01118,2026-02-10T07:51:12,CUS-105,PRV-046,Dermatology,SCHEDULED,118,325,7,
CALL-01164,2026-02-10T07:56:08,CUS-102,PRV-033,Family Medicine,NO_AVAILABILITY,222,788,2,ERR-7846
CALL-01129,2026-02-10T07:57:14,CUS-104,PRV-017,Family Medicine,SCHEDULED,491,430,2,
CALL-00175,2026-02-10T08:02:50,CUS-105,PRV-038,Cardiology,SCHEDULED,274,94,1,
CALL-01046,2026-02-10T08:03:23,CUS-102,PRV-042,Orthopedics,NO_AVAILABILITY,396,127,3,ERR-7840
CALL-00401,2026-02-10T08:11:37,CUS-105,PRV-014,Orthopedics,TRANSFER,451,792,4,
CALL-00544,2026-02-10T08:17:36,CUS-103,PRV-023,Dermatology,SCHEDULED,486,314,3,
CALL-01876,2026-02-10T08:20:03,CUS-101,PRV-027,Pediatrics,PATIENT_HANGUP,412,124,1,
CALL-01318,2026-02-10T08:25:43,CUS-103,PRV-001,Neurology,TRANSFER,473,157,4,
CALL-00611,2026-02-10T08:34:06,CUS-103,PRV-015,Oncology,SCHEDULED,118,275,6,
CALL-01937,2026-02-10T08:37:40,CUS-101,PRV-020,Orthopedics,CALL_FAILED,65,579,7,ERR-8235
CALL-01625,2026-02-10T08:38:05,CUS-104,PRV-022,Pediatrics,SCHEDULED,539,738,6,
CALL-00527,2026-02-10T08:44:45,CUS-102,PRV-025,Cardiology,CALL_FAILED,449,430,1,ERR-2736
CALL-00040,2026-02-10T08:44:55,CUS-103,PRV-022,Oncology,NO_AVAILABILITY,229,676,5,ERR-9666
CALL-01095,2026-02-10T08:46:46,CUS-103,PRV-041,Orthopedics,SCHEDULED,360,237,7,
CALL-01177,2026-02-10T08:49:49,CUS-103,PRV-012,Dermatology,TOOL_ERROR,360,174,3,ERR-8623
CALL-01694,2026-02-10T09:01:19,CUS-101,PRV-003,Pediatrics,SCHEDULED,274,594,2,
CALL-00708,2026-02-10T09:02:52,CUS-102,PRV-028,Pediatrics,TRANSFER,336,151,3,
CALL-01602,2026-02-10T09:10:09,CUS-104,PRV-015,Orthopedics,PATIENT_HANGUP,193,51,3,
CALL-00271,2026-02-10T09:12:10,CUS-105,PRV-032,Dermatology,TIMEOUT,520,39950,2,ERR-4431
CALL-00746,2026-02-10T09:18:33,CUS-102,PRV-040,Neurology,TRANSFER,272,533,4,
CALL-00973,2026-02-10T09:18:40,CUS-102,PRV-025,Pediatrics,PATIENT_HANGUP,391,71,4,
CALL-01963,2026-02-10T09:19:44,CUS-102,PRV-003,Internal Medicine,SCHEDULED,239,505,3,
CALL-01332,2026-02-10T09:22:52,CUS-105,PRV-019,Internal Medicine,TRANSFER,151,749,5,
CALL-00416,2026-02-10T09:23:11,CUS-102,PRV-013,Family Medicine,SCHEDULED,127,511,5,
CALL-00985,2026-02-10T09:26:07,CUS-105,PRV-040,Oncology,SCHEDULED,580,693,4,
CALL-00171,2026-02-10T09:32:14,CUS-102,PRV-036,Dermatology,SCHEDULED,93,169,7,
CALL-00962,2026-02-10T09:33:02,CUS-104,PRV-031,Dermatology,SCHEDULED,53,447,2,
CALL-00119,2026-02-10T09:40:17,CUS-105,PRV-029,Oncology,SCHEDULED,193,675,6,
CALL-00038,2026-02-10T09:43:18,CUS-105,PRV-043,Internal Medicine,NO_AVAILABILITY,383,86,1,ERR-5903
CALL-01768,2026-02-10T09:43:25,CUS-101,PRV-048,Dermatology,SCHEDULED,261,648,1,
CALL-01510,2026-02-10T09:44:16,CUS-104,PRV-016,Dermatology,SCHEDULED,444,124,4,
CALL-01422,2026-02-10T09:48:07,CUS-104,PRV-023,Orthopedics,TRANSFER,465,569,3,
CALL-00429,2026-02-10T09:48:42,CUS-101,PRV-007,Oncology,NO_AVAILABILITY,44,214,3,ERR-7283
CALL-01655,2026-02-10T09:52:35,CUS-105,PRV-018,Oncology,SCHEDULED,200,509,7,
CALL-00728,2026-02-10T09:53:34,CUS-104,PRV-046,Orthopedics,SCHEDULED,180,432,3,
CALL-00895,2026-02-10T09:53:43,CUS-102,PRV-050,Cardiology,SCHEDULED,377,588,5,
CALL-01035,2026-02-10T09:55:08,CUS-105,PRV-021,Neurology,SCHEDULED,420,69,5,
CALL-01393,2026-02-10T09:55:18,CUS-105,PRV-042,Dermatology,SCHEDULED,282,212,7,
CALL-00407,2026-02-10T09:58:12,CUS-101,PRV-001,Neurology,SCHEDULED,440,454,6,
CALL-01639,2026-02-10T10:03:37,CUS-103,PRV-033,Oncology,SCHEDULED,503,790,5,
CALL-00582,2026-02-10T10:05:46,CUS-102,PRV-018,Pediatrics,SCHEDULED,109,406,6,
CALL-00813,2026-02-10T10:07:36,CUS-103,PRV-012,Internal Medicine,TOOL_ERROR,425,613,1,ERR-7851
CALL-00331,2026-02-10T10:10:21,CUS-103,PRV-005,Dermatology,SCHEDULED,457,74,6,
CALL-01580,2026-02-10T10:15:16,CUS-102,PRV-003,Orthopedics,SCHEDULED,389,734,5,
CALL-00887,2026-02-10T10:16:11,CUS-103,PRV-022,Family Medicine,CALL_FAILED,547,579,3,ERR-3157
CALL-00838,2026-02-10T10:16:51,CUS-102,PRV-045,Orthopedics,SCHEDULED,482,231,1,
CALL-01957,2026-02-10T10:17:27,CUS-101,PRV-029,Oncology,CALL_FAILED,243,739,1,ERR-4368
CALL-01438,2026-02-10T10:30:46,CUS-104,PRV-001,Neurology,SCHEDULED,269,94,3,
CALL-01929,2026-02-10T10:31:25,CUS-102,PRV-005,Family Medicine,SCHEDULED,395,334,2,
CALL-00399,2026-02-10T10:34:03,CUS-102,PRV-044,Orthopedics,TRANSFER,405,583,3,
CALL-00718,2026-02-10T10:40:56,CUS-101,PRV-034,Orthopedics,SCHEDULED,83,552,5,
CALL-00055,2026-02-10T10:46:02,CUS-104,PRV-025,Dermatology,SCHEDULED,60,753,7,
CALL-00409,2026-02-10T10:48:27,CUS-103,PRV-050,Neurology,TRANSFER,515,700,6,
CALL-01224,2026-02-10T10:52:13,CUS-102,PRV-009,Pediatrics,SCHEDULED,475,281,5,
CALL-00946,2026-02-10T10:52:31,CUS-102,PRV-026,Cardiology,SCHEDULED,506,725,6,
CALL-00738,2026-02-10T10:55:31,CUS-105,PRV-016,Dermatology,SCHEDULED,499,585,6,
CALL-00505,2026-02-10T11:01:34,CUS-105,PRV-007,Oncology,NO_AVAILABILITY,278,691,6,ERR-4377
CALL-01334,2026-02-10T11:05:43,CUS-103,PRV-012,Neurology,TOOL_ERROR,509,232,2,ERR-7374
CALL-01543,2026-02-10T11:06:29,CUS-105,PRV-017,Internal Medicine,TRANSFER,206,727,5,
CALL-00772,2026-02-10T11:16:44,CUS-104,PRV-017,Dermatology,SCHEDULED,387,407,7,
CALL-01012,2026-02-10T11:21:12,CUS-101,PRV-032,Oncology,SCHEDULED,577,334,2,
CALL-01188,2026-02-10T11:21:54,CUS-104,PRV-005,Neurology,SCHEDULED,330,357,4,
CALL-00027,2026-02-10T11:28:25,CUS-103,PRV-050,Pediatrics,SCHEDULED,447,351,1,
CALL-00966,2026-02-10T11:32:04,CUS-102,PRV-012,Orthopedics,SCHEDULED,464,75,7,
CALL-00264,2026-02-10T11:36:53,CUS-104,PRV-004,Neurology,SCHEDULED,457,475,7,
CALL-00835,2026-02-10T11:38:49,CUS-101,PRV-042,Orthopedics,SCHEDULED,485,633,6,
CALL-00949,2026-02-10T11:40:27,CUS-104,PRV-028,Oncology,SCHEDULED,39,553,1,
CALL-01338,2026-02-10T11:40:39,CUS-101,PRV-044,Dermatology,PATIENT_HANGUP,130,542,5,
CALL-01693,2026-02-10T11:42:11,CUS-101,PRV-040,Internal Medicine,TOOL_ERROR,461,198,1,ERR-2230
CALL-01648,2026-02-10T11:44:20,CUS-104,PRV-025,Orthopedics,SCHEDULED,243,605,5,
CALL-01662,2026-02-10T11:45:58,CUS-102,PRV-003,Internal Medicine,TRANSFER,484,119,7,
CALL-00050,2026-02-10T11:53:01,CUS-103,PRV-025,Internal Medicine,TRANSFER,413,241,7,
CALL-00615,2026-02-10T11:56:04,CUS-102,PRV-044,Cardiology,TRANSFER,500,647,1,
CALL-01862,2026-02-10T11:58:59,CUS-104,PRV-008,Orthopedics,SCHEDULED,523,151,5,
CALL-01923,2026-02-10T12:04:02,CUS-102,PRV-024,Neurology,SCHEDULED,75,166,5,
CALL-00942,2026-02-10T12:06:55,CUS-102,PRV-039,Neurology,TRANSFER,466,773,7,
CALL-00897,2026-02-10T12:10:06,CUS-102,PRV-041,Orthopedics,PATIENT_HANGUP,170,603,5,
CALL-01180,2026-02-10T12:10:33,CUS-105,PRV-013,Family Medicine,NO_AVAILABILITY,374,80,3,ERR-7377
CALL-00697,2026-02-10T12:15:51,CUS-103,PRV-015,Family Medicine,NO_AVAILABILITY,133,759,6,ERR-7716
CALL-01792,2026-02-10T12:16:50,CUS-102,PRV-003,Pediatrics,SCHEDULED,189,288,1,
CALL-00845,2026-02-10T12:17:43,CUS-105,PRV-033,Pediatrics,TRANSFER,129,236,4,
CALL-01489,2026-02-10T12:19:26,CUS-105,PRV-021,Dermatology,SCHEDULED,218,800,7,
CALL-01714,2026-02-10T12:20:14,CUS-105,PRV-018,Oncology,TRANSFER,24,505,6,
CALL-01110,2026-02-10T12:22:25,CUS-103,PRV-016,Pediatrics,PATIENT_HANGUP,403,664,1,
CALL-00484,2026-02-10T12:32:00,CUS-102,PRV-004,Neurology,SCHEDULED,23,494,4,
CALL-00979,2026-02-10T12:35:56,CUS-102,PRV-043,Oncology,NO_AVAILABILITY,457,234,4,ERR-1390
CALL-00859,2026-02-10T12:36:34,CUS-103,PRV-036,Pediatrics,CALL_FAILED,158,119,6,ERR-6143
CALL-01611,2026-02-10T12:41:03,CUS-104,PRV-016,Family Medicine,PATIENT_HANGUP,265,118,7,
CALL-00939,2026-02-10T12:41:40,CUS-101,PRV-022,Family Medicine,TOOL_ERROR,551,313,1,ERR-1997
CALL-01288,2026-02-10T12:42:42,CUS-105,PRV-024,Orthopedics,PATIENT_HANGUP,547,191,6,
CALL-01953,2026-02-10T12:48:12,CUS-105,PRV-040,Internal Medicine,SCHEDULED,320,524,1,
CALL-00965,2026-02-10T12:55:16,CUS-102,PRV-023,Family Medicine,SCHEDULED,72,450,4,
CALL-01082,2026-02-10T12:58:15,CUS-104,PRV-014,Orthopedics,CALL_FAILED,504,540,2,ERR-2622
CALL-01535,2026-02-10T13:02:32,CUS-105,PRV-045,Pediatrics,SCHEDULED,570,357,6,
CALL-01799,2026-02-10T13:06:06,CUS-105,PRV-040,Cardiology,SCHEDULED,327,441,5,
CALL-00816,2026-02-10T13:18:00,CUS-105,PRV-022,Family Medicine,CALL_FAILED,115,442,5,ERR-7850
CALL-01015,2026-02-10T13:31:00,CUS-103,PRV-041,Internal Medicine,SCHEDULED,333,750,5,
CALL-01083,2026-02-10T13:35:40,CUS-105,PRV-005,Internal Medicine,CALL_FAILED,537,198,7,ERR-2114
CALL-00496,2026-02-10T13:35:45,CUS-103,PRV-049,Neurology,PATIENT_HANGUP,474,694,4,
CALL-01605,2026-02-10T13:38:31,CUS-101,PRV-049,Internal Medicine,PATIENT_HANGUP,219,440,1,
CALL-00189,2026-02-10T13:38:43,CUS-103,PRV-010,Pediatrics,TRANSFER,113,128,5,
CALL-01262,2026-02-10T13:41:20,CUS-102,PRV-003,Oncology,PATIENT_HANGUP,93,135,7,
CALL-01523,2026-02-10T13:58:51,CUS-103,PRV-026,Internal Medicine,NO_AVAILABILITY,353,392,7,ERR-8279
CALL-01595,2026-02-10T14:00:07,CUS-103,PRV-004,Cardiology,PATIENT_HANGUP,380,206,5,
CALL-01904,2026-02-10T14:06:06,CUS-101,PRV-030,Neurology,CALL_FAILED,516,486,5,ERR-2977
CALL-01960,2026-02-10T14:11:29,CUS-104,PRV-043,Oncology,TRANSFER,503,480,7,
CALL-00391,2026-02-10T14:14:04,CUS-103,PRV-042,Neurology,SCHEDULED,238,470,5,
CALL-01209,2026-02-10T14:14:28,CUS-102,PRV-002,Orthopedics,TRANSFER,408,274,5,
CALL-00156,2026-02-10T14:22:05,CUS-103,PRV-004,Orthopedics,NO_AVAILABILITY,242,334,1,ERR-9821
CALL-00385,2026-02-10T14:22:11,CUS-102,PRV-046,Cardiology,PATIENT_HANGUP,560,271,4,
CALL-00737,2026-02-10T14:23:30,CUS-105,PRV-007,Pediatrics,SCHEDULED,100,147,5,
CALL-01782,2026-02-10T14:26:13,CUS-104,PRV-009,Dermatology,SCHEDULED,280,742,3,
CALL-00685,2026-02-10T14:29:01,CUS-104,PRV-001,Family Medicine,SCHEDULED,382,541,6,
CALL-01307,2026-02-10T14:31:34,CUS-105,PRV-023,Oncology,SCHEDULED,238,508,1,
CALL-01970,2026-02-10T14:34:04,CUS-103,PRV-044,Oncology,SCHEDULED,515,713,6,
CALL-00319,2026-02-10T14:38:21,CUS-101,PRV-045,Internal Medicine,TRANSFER,17,673,4,
CALL-01013,2026-02-10T14:38:46,CUS-104,PRV-028,Oncology,NO_AVAILABILITY,178,549,6,ERR-1979
CALL-00400,2026-02-10T14:40:00,CUS-101,PRV-032,Dermatology,NO_AVAILABILITY,68,699,2,ERR-4345
CALL-00499,2026-02-10T14:48:32,CUS-104,PRV-036,Oncology,SCHEDULED,293,261,2,
CALL-01001,2026-02-10T14:52:12,CUS-104,PRV-039,Internal Medicine,SCHEDULED,77,503,2,
CALL-00356,2026-02-10T14:55:15,CUS-104,PRV-014,Pediatrics,SCHEDULED,401,635,2,
CALL-01148,2026-02-10T14:56:31,CUS-104,PRV-038,Orthopedics,SCHEDULED,255,343,2,
CALL-00834,2026-02-10T14:57:24,CUS-101,PRV-043,Dermatology,SCHEDULED,331,261,2,
CALL-01038,2026-02-10T15:00:58,CUS-105,PRV-019,Pediatrics,TRANSFER,538,447,2,
CALL-01891,2026-02-10T15:01:49,CUS-102,PRV-029,Pediatrics,PATIENT_HANGUP,323,565,7,
CALL-00108,2026-02-10T15:02:24,CUS-102,PRV-020,Oncology,PATIENT_HANGUP,382,548,1,
CALL-01349,2026-02-10T15:08:19,CUS-105,PRV-008,Dermatology,PATIENT_HANGUP,453,390,1,
CALL-00886,2026-02-10T15:08:51,CUS-102,PRV-015,Dermatology,TOOL_ERROR,428,339,3,ERR-2724
CALL-01699,2026-02-10T15:21:12,CUS-105,PRV-026,Orthopedics,PATIENT_HANGUP,18,379,6,
CALL-00059,2026-02-10T15:22:35,CUS-103,PRV-018,Internal Medicine,NO_AVAILABILITY,305,637,1,ERR-6101
CALL-01948,2026-02-10T15:26:12,CUS-105,PRV-049,Pediatrics,PATIENT_HANGUP,28,142,7,
CALL-00632,2026-02-10T15:28:44,CUS-103,PRV-033,Neurology,SCHEDULED,452,527,4,
CALL-00162,2026-02-10T15:29:45,CUS-105,PRV-049,Internal Medicine,SCHEDULED,405,346,5,
CALL-01778,2026-02-10T15:38:26,CUS-104,PRV-027,Cardiology,SCHEDULED,270,352,2,
CALL-01697,2026-02-10T15:44:12,CUS-101,PRV-048,Cardiology,SCHEDULED,457,482,4,
CALL-01600,2026-02-10T15:49:25,CUS-102,PRV-047,Cardiology,TRANSFER,205,639,6,
CALL-01965,2026-02-10T15:52:24,CUS-105,PRV-017,Family Medicine,TRANSFER,26,219,3,
CALL-01484,2026-02-10T15:55:32,CUS-101,PRV-046,Orthopedics,SCHEDULED,139,95,7,
CALL-01232,2026-02-10T15:56:14,CUS-102,PRV-016,Cardiology,TRANSFER,571,125,2,
CALL-01220,2026-02-10T16:07:05,CUS-103,PRV-039,Orthopedics,NO_AVAILABILITY,298,604,7,ERR-1104
CALL-01335,2026-02-10T16:10:25,CUS-105,PRV-015,Orthopedics,SCHEDULED,393,154,2,
CALL-00914,2026-02-10T16:11:01,CUS-103,PRV-007,Pediatrics,PATIENT_HANGUP,44,796,3,
CALL-00067,2026-02-10T16:15:35,CUS-102,PRV-031,Oncology,SCHEDULED,228,760,5,
CALL-00201,2026-02-10T16:19:23,CUS-104,PRV-013,Family Medicine,TRANSFER,92,598,2,
CALL-01998,2026-02-10T16:26:35,CUS-102,PRV-042,Pediatrics,PATIENT_HANGUP,554,384,7,
CALL-00910,2026-02-10T16:27:42,CUS-103,PRV-007,Family Medicine,TRANSFER,594,434,7,
CALL-00630,2026-02-10T16:27:43,CUS-103,PRV-038,Internal Medicine,NO_AVAILABILITY,219,306,5,ERR-4268
CALL-00821,2026-02-10T16:29:29,CUS-102,PRV-044,Family Medicine,NO_AVAILABILITY,196,522,5,ERR-2821
CALL-00318,2026-02-10T16:32:51,CUS-103,PRV-044,Neurology,NO_AVAILABILITY,478,329,3,ERR-6597
CALL-01195,2026-02-10T16:35:57,CUS-102,PRV-006,Neurology,SCHEDULED,597,767,7,
CALL-01370,2026-02-10T16:35:58,CUS-105,PRV-016,Internal Medicine,SCHEDULED,115,187,7,
CALL-01270,2026-02-10T16:38:32,CUS-102,PRV-005,Orthopedics,SCHEDULED,358,395,4,
CALL-01462,2026-02-10T16:38:56,CUS-103,PRV-029,Cardiology,NO_AVAILABILITY,294,506,6,ERR-7693
CALL-01198,2026-02-10T16:42:24,CUS-102,PRV-034,Pediatrics,SCHEDULED,429,654,4,
CALL-01240,2026-02-10T16:42:36,CUS-105,PRV-031,Pediatrics,SCHEDULED,93,204,2,
CALL-00868,2026-02-10T16:43:49,CUS-103,PRV-035,Family Medicine,CALL_FAILED,220,638,6,ERR-3500
CALL-01633,2026-02-10T16:44:24,CUS-102,PRV-021,Orthopedics,SCHEDULED,394,657,4,
CALL-00649,2026-02-10T16:45:59,CUS-105,PRV-050,Pediatrics,SCHEDULED,346,652,5,
CALL-01191,2026-02-10T16:51:05,CUS-102,PRV-004,Pediatrics,SCHEDULED,578,604,7,
CALL-00699,2026-02-10T16:52:52,CUS-102,PRV-035,Orthopedics,TOOL_ERROR,432,740,3,ERR-3263
CALL-01615,2026-02-10T16:53:46,CUS-104,PRV-043,Neurology,SCHEDULED,336,798,3,
CALL-00833,2026-02-10T16:54:32,CUS-103,PRV-034,Neurology,NO_AVAILABILITY,511,713,5,ERR-8897
CALL-00366,2026-02-10T16:55:08,CUS-103,PRV-048,Cardiology,NO_AVAILABILITY,378,397,4,ERR-7608
CALL-01022,2026-02-10T17:00:20,CUS-103,PRV-040,Family Medicine,TRANSFER,294,377,3,
CALL-00006,2026-02-10T17:23:09,CUS-101,PRV-008,Cardiology,SCHEDULED,166,344,1,
CALL-00277,2026-02-10T17:23:21,CUS-102,PRV-008,Orthopedics,SCHEDULED,440,56,2,
CALL-00679,2026-02-10T17:27:34,CUS-101,PRV-043,Pediatrics,SCHEDULED,371,76,5,
CALL-01275,2026-02-10T17:29:04,CUS-103,PRV-048,Orthopedics,NO_AVAILABILITY,194,273,3,ERR-6829
CALL-00800,2026-02-10T17:31:27,CUS-103,PRV-023,Family Medicine,CALL_FAILED,264,800,5,ERR-8510
CALL-00972,2026-02-10T17:31:39,CUS-103,PRV-023,Family Medicine,SCHEDULED,171,515,3,
CALL-00140,2026-02-10T17:35:45,CUS-101,PRV-036,Orthopedics,SCHEDULED,357,294,5,
CALL-00561,2026-02-10T17:36:00,CUS-103,PRV-024,Cardiology,SCHEDULED,329,564,1,
CALL-00347,2026-02-10T17:37:58,CUS-103,PRV-003,Cardiology,NO_AVAILABILITY,305,228,3,ERR-3855
CALL-01123,2026-02-10T17:38:48,CUS-101,PRV-005,Oncology,SCHEDULED,309,521,5,
CALL-01094,2026-02-10T17:43:23,CUS-105,PRV-036,Neurology,SCHEDULED,488,645,5,
CALL-00446,2026-02-10T17:46:25,CUS-102,PRV-003,Dermatology,SCHEDULED,515,359,6,
CALL-01590,2026-02-10T17:49:29,CUS-102,PRV-007,Cardiology,SCHEDULED,139,557,5,
CALL-01933,2026-02-10T17:54:32,CUS-104,PRV-017,Oncology,SCHEDULED,160,768,1,
CALL-00323,2026-02-10T18:01:48,CUS-103,PRV-044,Neurology,NO_AVAILABILITY,325,785,4,ERR-6947
CALL-01201,2026-02-10T18:02:14,CUS-102,PRV-048,Cardiology,TOOL_ERROR,419,186,1,ERR-5530
CALL-01979,2026-02-10T18:11:26,CUS-104,PRV-031,Pediatrics,TOOL_ERROR,31,574,2,ERR-9324
CALL-00173,2026-02-10T18:19:01,CUS-101,PRV-015,Internal Medicine,PATIENT_HANGUP,160,754,2,
CALL-01770,2026-02-10T18:27:02,CUS-105,PRV-004,Neurology,PATIENT_HANGUP,118,564,6,
CALL-00585,2026-02-10T18:31:27,CUS-104,PRV-028,Pediatrics,PATIENT_HANGUP,125,671,4,
CALL-00242,2026-02-10T18:32:52,CUS-103,PRV-037,Orthopedics,TRANSFER,19,588,2,
CALL-00112,2026-02-10T18:37:14,CUS-101,PRV-003,Internal Medicine,SCHEDULED,34,532,5,
CALL-01019,2026-02-10T18:37:39,CUS-102,PRV-016,Family Medicine,TRANSFER,34,370,5,
CALL-01706,2026-02-10T18:38:09,CUS-101,PRV-044,Orthopedics,SCHEDULED,206,522,6,
CALL-01027,2026-02-10T18:38:29,CUS-103,PRV-011,Internal Medicine,NO_AVAILABILITY,32,176,3,ERR-8816
CALL-01010,2026-02-10T18:48:24,CUS-104,PRV-002,Internal Medicine,TIMEOUT,405,58516,6,ERR-3447
CALL-00062,2026-02-10T18:48:42,CUS-105,PRV-006,Family Medicine,TRANSFER,110,765,4,
CALL-01407,2026-02-10T18:54:30,CUS-101,PRV-003,Cardiology,NO_AVAILABILITY,427,474,4,ERR-2641
CALL-00865,2026-02-10T19:04:49,CUS-104,PRV-018,Family Medicine,SCHEDULED,170,716,3,
CALL-00869,2026-02-10T19:09:13,CUS-103,PRV-012,Dermatology,SCHEDULED,55,180,1,
